C00629618|N|TER|P|201701230300133512|15C|IND|PEREZ, JOHN A|LOS ANGELES|CA|90017|PRINCIPAL|DOUBLE NICKEL ADVISORS|1032017|40|H6CA34245|SA01251735122|1141239|||2012520171368850783
C00184757|N|M317|P|201702039042411209|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1566899886|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|192017|131228||PR2283904845365|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029654
C00516557|N|M318|P|201702039042411210|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3403873598|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|279271||PR2283904845366|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029655
C00759657|N|M319|P|201702039042411211|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9602587438|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|202017|739609||PR2283904845367|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029656
C00727373|N|M320|P|201702039042411212|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8426760709|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|827267||PR2283904845368|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029657
C00151609|N|M321|P|201702039042411213|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2182743417|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|594999||PR2283904845369|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029658
C00460053|N|M322|P|201702039042411214|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2500038657|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|342017|666380||PR2283904845370|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029659
C00184757|N|M323|P|201702039042411215|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4292609924|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|790577||PR2283904845371|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029660
C00307661|N|M324|P|201702039042411216|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7030655642|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|192017|907985||PR2283904845372|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029661
C00759657|N|M325|P|201702039042411217|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9548760676|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|221632||PR2283904845373|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029662
C00153061|N|M326|P|201702039042411218|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2853372288|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|511882||PR2283904845374|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029663
C00129747|N|M327|P|201702039042411219|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9557408687|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|267442||PR2283904845375|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029664
C00759657|N|M328|P|201702039042411220|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7675609989|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|932129||PR2283904845376|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029665
C00408612|N|M329|P|201702039042411221|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|89489902|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|212017|271185||PR2283904845377|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029666
C00516557|N|M330|P|201702039042411222|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4862251723|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|217418||PR2283904845378|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029667
C00727373|N|M331|P|201702039042411223|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|22705128|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|72017|364913||PR2283904845379|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029668
C00153061|N|M332|P|201702039042411224|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5882723312|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|432017|320356||PR2283904845380|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029669
C00516557|N|M333|P|201702039042411225|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7804711235|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|202017|274602||PR2283904845381|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029670
C00384818|N|M334|P|201702039042411226|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1141167593|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|152017|761815||PR2283904845382|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029671
C00468289|N|M335|P|201702039042411227|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|746471268|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|942982||PR2283904845383|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029672
C00460053|N|M336|P|201702039042411228|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2985885526|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|302017|760519||PR2283904845384|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029673
C00629618|N|M337|P|201702039042411229|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9497278773|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|72017|380117||PR2283904845385|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029674
C00629618|N|M338|P|201702039042411230|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2762726074|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|690067||PR2283904845386|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029675
C00516557|N|M339|P|201702039042411231|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1600694665|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|372017|582773||PR2283904845387|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029676
C00468289|N|M340|P|201702039042411232|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7682895938|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|840859||PR2283904845388|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029677
C00644445|N|M341|P|201702039042411233|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7881204919|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|627146||PR2283904845389|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029678
C00184757|N|M342|P|201702039042411234|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6897081324|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|127420||PR2283904845390|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029679
C00759657|N|M343|P|201702039042411235|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5647503857|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|843550||PR2283904845391|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029680
C00629618|N|M344|P|201702039042411236|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2911751389|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|636397||PR2283904845392|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029681
C00177436|N|M345|P|201702039042411237|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6177783776|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|18487||PR2283904845393|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029682
C00663469|N|M346|P|201702039042411238|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9790649435|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|910353||PR2283904845394|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029683
C00490358|N|M347|P|201702039042411239|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6821440873|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|32017|766014||PR2283904845395|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029684
C00468289|N|M348|P|201702039042411240|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3424600216|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|92017|120070||PR2283904845396|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029685
C00408612|N|M349|P|201702039042411241|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2230940032|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|977485||PR2283904845397|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029686
C00129747|N|M350|P|201702039042411242|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8528069468|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|915446||PR2283904845398|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029687
C00151609|N|M351|P|201702039042411243|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4934438736|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|742241||PR2283904845399|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029688
C00153061|N|M352|P|201702039042411244|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8465379269|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|743813||PR2283904845400|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029689
C00468289|N|M353|P|201702039042411245|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3659437452|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|62017|461351||PR2283904845401|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029690
C00258498|N|M354|P|201702039042411246|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6085757460|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|302017|875194||PR2283904845402|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029691
C00184757|N|M355|P|201702039042411247|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2787796153|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|416513||PR2283904845403|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029692
C00727373|N|M356|P|201702039042411248|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9552500903|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|52017|727129||PR2283904845404|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029693
C00663469|N|M357|P|201702039042411249|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8112474317|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|655182||PR2283904845405|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029694
C00468289|N|M358|P|201702039042411250|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6812383958|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|396542||PR2283904845406|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029695
C00129747|N|M359|P|201702039042411251|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1005456377|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|294032||PR2283904845407|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029696
C00759657|N|M360|P|201702039042411252|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5526365596|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|501870||PR2283904845408|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029697
C00177436|N|M361|P|201702039042411253|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4306400448|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|793268||PR2283904845409|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029698
C00129747|N|M362|P|201702039042411254|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3661038935|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|543447||PR2283904845410|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029699
C00129747|N|M363|P|201702039042411255|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1095474657|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|215917||PR2283904845411|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029700
C00384818|N|M364|P|201702039042411256|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5742152290|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|62017|391799||PR2283904845412|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029701
C00153061|N|M365|P|201702039042411257|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|194177551|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|245114||PR2283904845413|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029702
C00684488|N|M366|P|201702039042411258|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4249759405|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|92017|209011||PR2283904845414|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029703
C00153061|N|M367|P|201702039042411259|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6201658594|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|809114||PR2283904845415|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029704
C00258498|N|M368|P|201702039042411260|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7571535021|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|954150||PR2283904845416|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029705
C00151609|N|M369|P|201702039042411261|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4355606549|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|563172||PR2283904845417|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029706
C00384818|N|M370|P|201702039042411262|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|141691273|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|585766||PR2283904845418|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029707
C00307661|N|M371|P|201702039042411263|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2024955527|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|438764||PR2283904845419|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029708
C00184757|N|M372|P|201702039042411264|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6222606722|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|477787||PR2283904845420|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029709
C00159964|N|M373|P|201702039042411265|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5495055556|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|717588||PR2283904845421|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029710
C00629618|N|M374|P|201702039042411266|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2612885216|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|344412||PR2283904845422|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029711
C00408612|N|M375|P|201702039042411267|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7474126554|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|202017|78283||PR2283904845423|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029712
C00408612|N|M376|P|201702039042411268|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3295584298|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|432017|918696||PR2283904845424|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029713
C00727373|N|M377|P|201702039042411269|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2794747049|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|240339||PR2283904845425|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029714
C00460053|N|M378|P|201702039042411270|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8615449486|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|242017|651851||PR2283904845426|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029715
C00307661|N|M379|P|201702039042411271|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5748106119|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|132017|868857||PR2283904845427|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029716
C00153061|N|M380|P|201702039042411272|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5462550461|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|202017|58415||PR2283904845428|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029717
C00159964|N|M381|P|201702039042411273|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6795615964|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|466983||PR2283904845429|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029718
C00184757|N|M382|P|201702039042411274|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2645481805|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|302017|898604||PR2283904845430|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029719
C00490358|N|M383|P|201702039042411275|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1757088676|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|302017|965241||PR2283904845431|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029720
C00629618|N|M384|P|201702039042411276|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6192684086|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|894655||PR2283904845432|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029721
C00629618|N|M385|P|201702039042411277|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6464012632|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|498772||PR2283904845433|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029722
C00684488|N|M386|P|201702039042411278|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3789761684|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|302017|963686||PR2283904845434|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029723
C00384818|N|M387|P|201702039042411279|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1057414426|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|558701||PR2283904845435|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029724
C00151609|N|M388|P|201702039042411280|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1540080446|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|215746||PR2283904845436|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029725
C00153061|N|M389|P|201702039042411281|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3151236819|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|152017|911233||PR2283904845437|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029726
C00151609|N|M390|P|201702039042411282|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2352297737|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|342017|21827||PR2283904845438|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029727
C00516557|N|M391|P|201702039042411283|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8805097535|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|730641||PR2283904845439|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029728
C00153061|N|M392|P|201702039042411284|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5669552091|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|242017|971659||PR2283904845440|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029729
C00307661|N|M393|P|201702039042411285|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6264432353|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|372017|607375||PR2283904845441|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029730
C00516557|N|M394|P|201702039042411286|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7150900676|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|242017|293358||PR2283904845442|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029731
C00759657|N|M395|P|201702039042411287|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4625564217|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|21876||PR2283904845443|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029732
C00516557|N|M396|P|201702039042411288|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3016523771|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|82017|434256||PR2283904845444|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029733
C00684488|N|M397|P|201702039042411289|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8641070898|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|32017|554509||PR2283904845445|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029734
C00184757|N|M398|P|201702039042411290|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2826330833|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|751413||PR2283904845446|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029735
C00258498|N|M399|P|201702039042411291|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|752092580|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|302741||PR2283904845447|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029736
C00490358|N|M400|P|201702039042411292|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1760126588|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|302017|238051||PR2283904845448|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029737
C00151609|N|M401|P|201702039042411293|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1855542971|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|52017|453231||PR2283904845449|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029738
C00184757|N|M402|P|201702039042411294|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6320629350|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|634054||PR2283904845450|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029739
C00460053|N|M403|P|201702039042411295|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6303311654|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|132017|698163||PR2283904845451|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029740
C00663469|N|M404|P|201702039042411296|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7634626546|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|210133||PR2283904845452|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029741
C00159964|N|M405|P|201702039042411297|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2985285914|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|432017|665443||PR2283904845453|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029742
C00727373|N|M406|P|201702039042411298|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3058603814|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|660712||PR2283904845454|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029743
C00177436|N|M407|P|201702039042411299|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|149909144|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|959477||PR2283904845455|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029744
C00727373|N|M408|P|201702039042411300|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8012269246|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|434047||PR2283904845456|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029745
C00408612|N|M409|P|201702039042411301|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4725274641|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|975352||PR2283904845457|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029746
C00490358|N|M410|P|201702039042411302|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6305434048|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|122829||PR2283904845458|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029747
C00468289|N|M411|P|201702039042411303|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8463291521|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|781293||PR2283904845459|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029748
C00384818|N|M412|P|201702039042411304|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3661373657|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|247318||PR2283904845460|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029749
C00460053|N|M413|P|201702039042411305|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|163281735|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|973228||PR2283904845461|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029750
C00258498|N|M414|P|201702039042411306|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7675783177|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|507850||PR2283904845462|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029751
C00177436|N|M415|P|201702039042411307|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|744390989|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|136829||PR2283904845463|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029752
C00151609|N|M416|P|201702039042411308|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9616821076|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|845918||PR2283904845464|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029753
C00460053|N|M417|P|201702039042411309|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2014877097|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|36226||PR2283904845465|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029754
C00153061|N|M418|P|201702039042411310|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2833848532|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|23734||PR2283904845466|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370029755
